Date : 2026-07-30 22:38:47
Directory : d:\SocialNetworkApp\SocialNetworkApp\src
Total : 774 files,  109579 codes, 2194 comments, 13326 blanks, all 125099 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Group\ReviewGroupJoinRequest.cs                                                                    | C#             |          4 |          0 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Group\ReviewGroupPostRequest.cs                                                                    | C#             |          4 |          0 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Group\UpdateGroupRequest.cs                                                                        | C#             |         12 |          0 |          1 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Group\UpdateGroupRuleRequest.cs                                                                    | C#             |          4 |          0 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Message\MarkMessagesAsSeenRequest.cs                                                               | C#             |          2 |          0 |          2 |          4 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Message\MessagesAroundResponse.cs                                                                  | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Message\ReactToMessageRequest.cs                                                                   | C#             |          2 |          0 |          2 |          4 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Message\SendMessageRequest.cs                                                                      | C#             |          4 |          0 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Message\UpdateMessageRequest.cs                                                                    | C#             |          6 |          0 |          1 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\CreateCommentRequest.cs                                                                       | C#             |          9 |          0 |          2 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\CreatePostRequest.cs                                                                          | C#             |         17 |          0 |          2 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\ReactToCommentRequest.cs                                                                      | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\ReactToPostRequest.cs                                                                         | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\UpdatePostRequest.cs                                                                          | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Post\UpdatePostWithAttachmentsRequest.cs                                                           | C#             |         14 |          0 |          2 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Reel\CreateReelCommentRequest.cs                                                                   | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Reel\CreateReelRequest.cs                                                                          | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\School\AddSchoolRequest.cs                                                                         | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\School\UpdateSchoolRequest.cs                                                                      | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\Story\CreateStoryRequest.cs                                                                        | C#             |         14 |          0 |          3 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\User\GetOnlineStateRequest.cs                                                                      | C#             |          2 |          0 |          2 |          4 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Contracts\User\UpdateInfoRequest.cs                                                                          | C#             |         16 |          0 |          2 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\AdminController.cs                                                                               | C#             |        189 |         18 |         30 |        237 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\AuthController.cs                                                                                | C#             |         49 |          0 |          9 |         58 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\ConversationController.cs                                                                        | C#             |        297 |         12 |         84 |        393 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\FriendController.cs                                                                              | C#             |        158 |          1 |         39 |        198 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\GroupController.cs                                                                               | C#             |        380 |          0 |         67 |        447 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\MessageController.cs                                                                             | C#             |        283 |          0 |         71 |        354 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\NotificationController.cs                                                                        | C#             |         36 |          0 |          5 |         41 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\PostController.cs                                                                                | C#             |        410 |          0 |         74 |        484 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\ReelController.cs                                                                                | C#             |        218 |          0 |         50 |        268 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\SchoolController.cs                                                                              | C#             |         91 |          0 |         22 |        113 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\StoryController.cs                                                                               | C#             |        136 |          0 |         33 |        169 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\TestController.cs                                                                                | C#             |         25 |          0 |          1 |         26 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Controllers\UserController.cs                                                                                | C#             |        228 |          6 |         56 |        290 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\DependencyInjection.cs                                                                                       | C#             |         13 |          0 |          0 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Presentation.csproj                                                                                          | XML            |         14 |          0 |          5 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\Shared\CustomProblemDetails.cs                                                                               | C#             |         21 |          0 |          2 |         23 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\bin\Debug\net10.0\Presentation.deps.json                                                                     | JSON           |        421 |          0 |          0 |        421 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Debug\net10.0\.NETCoreApp,Version=v10.0.AssemblyAttributes.cs                                            | C#             |          3 |          1 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Debug\net10.0\Presentation.AssemblyInfo.cs                                                               | C#             |          9 |         10 |          5 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Debug\net10.0\Presentation.GeneratedMSBuildEditorConfig.editorconfig                                     | Properties     |         17 |          0 |          1 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Debug\net10.0\Presentation.GlobalUsings.g.cs                                                             | C#             |          7 |          1 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Debug\net10.0\Presentation.sourcelink.json                                                               | JSON           |          1 |          0 |          0 |          1 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Presentation.csproj.nuget.dgspec.json                                                                    | JSON           |      1,706 |          0 |          0 |      1,706 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Presentation.csproj.nuget.g.props                                                                        | XML            |         19 |          0 |          0 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Presentation.csproj.nuget.g.targets                                                                      | XML            |          2 |          0 |          0 |          2 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Release\net10.0\.NETCoreApp,Version=v10.0.AssemblyAttributes.cs                                          | C#             |          3 |          1 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Release\net10.0\Presentation.AssemblyInfo.cs                                                             | C#             |          9 |         10 |          5 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Release\net10.0\Presentation.GeneratedMSBuildEditorConfig.editorconfig                                   | Properties     |         17 |          0 |          1 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\Release\net10.0\Presentation.GlobalUsings.g.cs                                                           | C#             |          7 |          1 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Presentation\obj\project.assets.json                                                                                      | JSON           |      1,302 |          0 |          0 |      1,302 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\.env                                                                                                             | Dotenv         |          5 |          0 |          0 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\README.md                                                                                                        | Markdown       |          9 |          0 |          8 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\eslint.config.js                                                                                                 | JavaScript     |         28 |          0 |          2 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\index.html                                                                                                       | HTML           |         13 |          0 |          1 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\package-lock.json                                                                                                | JSON           |      4,050 |          0 |          1 |      4,051 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\package.json                                                                                                     | JSON           |         37 |          0 |          1 |         38 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\public\vite.svg                                                                                                  | XML            |          1 |          0 |          0 |          1 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\App.css                                                                                                      | PostCSS        |         22 |          0 |          3 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\App.jsx                                                                                                      | JavaScript JSX |         79 |          2 |          4 |         85 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\authApi.js                                                                                              | JavaScript     |         26 |          7 |          2 |         35 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\axios.js                                                                                                | JavaScript     |         36 |          6 |          8 |         50 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\birthdayApi.js                                                                                          | JavaScript     |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\conversationApi.js                                                                                      | JavaScript     |         91 |         62 |         20 |        173 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\friendApi.js                                                                                            | JavaScript     |         61 |         52 |         13 |        126 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\groupApi.js                                                                                             | JavaScript     |        132 |        115 |         22 |        269 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\messageApi.js                                                                                           | JavaScript     |         64 |         41 |         12 |        117 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\notificationApi.js                                                                                      | JavaScript     |         15 |          0 |          3 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\postApi.js                                                                                              | JavaScript     |        149 |         67 |         39 |        255 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\reelApi.js                                                                                              | JavaScript     |         72 |          0 |         15 |         87 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\schoolApi.js                                                                                            | JavaScript     |         17 |          0 |          7 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\searchApi.js                                                                                            | JavaScript     |         26 |         12 |          6 |         44 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\storyApi.js                                                                                             | JavaScript     |         31 |          0 |          9 |         40 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\apis\userApi.js                                                                                              | JavaScript     |         33 |         15 |         10 |         58 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\assets\react.svg                                                                                             | XML            |          1 |          0 |          0 |          1 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Common\ImageLightbox.jsx                                                                          | JavaScript JSX |         87 |         10 |          7 |        104 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\CreatePost.jsx                                                                               | JavaScript JSX |         56 |          2 |          6 |         64 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\HomeReelsRail.jsx                                                                            | JavaScript JSX |        118 |          0 |         10 |        128 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\MediaGallery.jsx                                                                             | JavaScript JSX |        249 |          5 |         28 |        282 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\PostCard.jsx                                                                                 | JavaScript JSX |        877 |         26 |         88 |        991 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\PostComment.jsx                                                                              | JavaScript JSX |        284 |         14 |         28 |        326 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\PostModal.jsx                                                                                | JavaScript JSX |        232 |          1 |         18 |        251 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\ShareModal.jsx                                                                               | JavaScript JSX |        183 |         14 |         21 |        218 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\StoryBar.jsx                                                                                 | JavaScript JSX |        139 |         10 |         14 |        163 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\StoryBarRing.jsx                                                                             | JavaScript JSX |        101 |         15 |         10 |        126 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\UpdatingPostModal.jsx                                                                        | JavaScript JSX |        476 |         14 |         38 |        528 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ActiveCallUI.jsx                                                                        | JavaScript JSX |        242 |         30 |         22 |        294 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\AddMemberModal.jsx                                                                      | JavaScript JSX |        183 |          5 |         17 |        205 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\BlockedBanner.jsx                                                                       | JavaScript JSX |         40 |         10 |          4 |         54 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ChangeEmojiModal.jsx                                                                    | JavaScript JSX |         98 |          4 |          8 |        110 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ChangeNameModal.jsx                                                                     | JavaScript JSX |        105 |          3 |          7 |        115 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ChangeThemeModal.jsx                                                                    | JavaScript JSX |        105 |          6 |          6 |        117 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ChatInfoDirect.jsx                                                                      | JavaScript JSX |        342 |          9 |         30 |        381 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ChatInfoGroup.jsx                                                                       | JavaScript JSX |        537 |         13 |         44 |        594 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ConfirmModal.jsx                                                                        | JavaScript JSX |         49 |         13 |          3 |         65 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\CreateGroupModal.jsx                                                                    | JavaScript JSX |        187 |          9 |         18 |        214 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\IncomingCallModal.jsx                                                                   | JavaScript JSX |         93 |          5 |         12 |        110 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\MessengerFull.jsx                                                                       | JavaScript JSX |      1,839 |        128 |        158 |      2,125 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\SharedMediaModal.jsx                                                                    | JavaScript JSX |        300 |         16 |         30 |        346 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\ViewPinnedMessagesModal.jsx                                                             | JavaScript JSX |        201 |         13 |         20 |        234 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Messenger\VoiceRecorder.jsx                                                                       | JavaScript JSX |        348 |         22 |         41 |        411 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Navbar\Navbar.jsx                                                                                 | JavaScript JSX |        286 |         12 |         24 |        322 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Navbar\NotificationDropdown.jsx                                                                   | JavaScript JSX |        184 |          7 |         17 |        208 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\AboutTab.jsx                                                                              | JavaScript JSX |        429 |         15 |         39 |        483 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\CreatePostModal.jsx                                                                       | JavaScript JSX |        778 |         40 |         52 |        870 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\CreateReelModal.jsx                                                                       | JavaScript JSX |        448 |          0 |         49 |        497 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\FollowingTab.jsx                                                                          | JavaScript JSX |        108 |         11 |         20 |        139 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\FriendsTab.jsx                                                                            | JavaScript JSX |        199 |         19 |         30 |        248 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\MediaTab.jsx                                                                              | JavaScript JSX |        183 |          0 |         14 |        197 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\ProfileReelsTab.jsx                                                                       | JavaScript JSX |        162 |          1 |         10 |        173 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\ProfileRelationshipActions.jsx                                                            | JavaScript JSX |        440 |         16 |         41 |        497 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\ProtectedRoute.jsx                                                                                | JavaScript JSX |         17 |          0 |          5 |         22 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Reels\ReelCommentModal.jsx                                                                        | JavaScript JSX |        143 |          7 |         12 |        162 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Reels\ReelView.jsx                                                                                | JavaScript JSX |        395 |         42 |         39 |        476 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Reels\ReelViewModal.jsx                                                                           | JavaScript JSX |        260 |          9 |         19 |        288 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\RightSidebar\RightSidebar.jsx                                                                     | JavaScript JSX |        200 |         22 |         21 |        243 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Sidebar\LeftSidebar.jsx                                                                           | JavaScript JSX |        139 |          2 |         17 |        158 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\ProfileStoryRing.jsx                                                                        | JavaScript JSX |        197 |         28 |         17 |        242 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\UserStoryViewer.jsx                                                                         | JavaScript JSX |        497 |         11 |         56 |        564 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\storyMappers.js                                                                             | JavaScript     |         94 |          0 |         16 |        110 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminInsights.jsx                                                                      | JavaScript JSX |        373 |          4 |         28 |        405 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminManage.jsx                                                                        | JavaScript JSX |      1,128 |         10 |         90 |      1,228 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminSettings.jsx                                                                      | JavaScript JSX |        518 |         18 |         34 |        570 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminSidebar.jsx                                                                       | JavaScript JSX |         91 |          0 |          5 |         96 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\CallContext.jsx                                                                                     | JavaScript JSX |        465 |         29 |         68 |        562 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\ChatContext.jsx                                                                                     | JavaScript JSX |        927 |         65 |        102 |      1,094 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\NotificationContext.jsx                                                                             | JavaScript JSX |        187 |         12 |         29 |        228 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\ReelsContext.jsx                                                                                    | JavaScript JSX |        197 |          5 |         28 |        230 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\SearchEngineContext.jsx                                                                             | JavaScript JSX |        143 |          7 |         26 |        176 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\StoriesContext.jsx                                                                                  | JavaScript JSX |         54 |          0 |         13 |         67 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\authContext.jsx                                                                                     | JavaScript JSX |        132 |         22 |         32 |        186 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\friendContext.jsx                                                                                   | JavaScript JSX |        239 |          0 |         24 |        263 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\chatThemes.js                                                                                           | JavaScript     |        192 |          0 |          3 |        195 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\groupMockData.js                                                                                        | JavaScript     |        168 |          0 |         11 |        179 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\mockData.js                                                                                             | JavaScript     |        584 |         10 |         10 |        604 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\reelsMockData.js                                                                                        | JavaScript     |        198 |          0 |          1 |        199 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\searchMockData.js                                                                                       | JavaScript     |        178 |          0 |          6 |        184 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useAllMembers.js                                                                                       | JavaScript     |        124 |         14 |         18 |        156 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useBirthdays.js                                                                                        | JavaScript     |         51 |          0 |          9 |         60 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useChat.jsx                                                                                            | JavaScript JSX |         86 |         17 |         20 |        123 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useContacts.js                                                                                         | JavaScript     |        128 |         22 |         20 |        170 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useCreateStory.js                                                                                      | JavaScript     |         27 |          0 |          5 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useFeed.js                                                                                             | JavaScript     |        129 |          4 |         20 |        153 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useFollowees.js                                                                                        | JavaScript     |         23 |          0 |          5 |         28 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useFriend.js                                                                                           | JavaScript     |        141 |          0 |         12 |        153 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroup.js                                                                                            | JavaScript     |        224 |          0 |         31 |        255 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroupInsights.js                                                                                    | JavaScript     |         58 |          6 |          9 |         73 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroupPosts.js                                                                                       | JavaScript     |         99 |          9 |         16 |        124 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useHomeReels.js                                                                                        | JavaScript     |         25 |          0 |          5 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useMedias.js                                                                                           | JavaScript     |         96 |          0 |         17 |        113 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\usePendingPosts.js                                                                                     | JavaScript     |        137 |         11 |         18 |        166 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\usePersonalInfo.js                                                                                     | JavaScript     |         24 |          0 |          6 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileFriends.js                                                                                   | JavaScript     |         24 |          0 |          6 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileReels.js                                                                                     | JavaScript     |        148 |          3 |         19 |        170 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileStories.js                                                                                   | JavaScript     |         49 |          0 |          8 |         57 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useReelComments.js                                                                                     | JavaScript     |        160 |          3 |         15 |        178 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useReportedContent.js                                                                                  | JavaScript     |        155 |         13 |         17 |        185 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useSavedPosts.js                                                                                       | JavaScript     |        114 |          0 |         15 |        129 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useSchools.js                                                                                          | JavaScript     |         35 |          2 |          3 |         40 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useSearchGroups.js                                                                                     | JavaScript     |         36 |          3 |          6 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useStoriesTimeline.js                                                                                  | JavaScript     |         42 |          0 |          6 |         48 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useTag.js                                                                                              | JavaScript     |         53 |          5 |          4 |         62 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useUserMedias.js                                                                                       | JavaScript     |          4 |          4 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useUserPosts.js                                                                                        | JavaScript     |         81 |          5 |         12 |         98 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useYourGroups.js                                                                                       | JavaScript     |         36 |          3 |          6 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\index.css                                                                                                    | PostCSS        |          9 |          0 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\main.jsx                                                                                                     | JavaScript JSX |         34 |          0 |          2 |         36 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\BirthdaysPage.jsx                                                                                      | JavaScript JSX |        200 |          0 |         13 |        213 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\CreateStoryPage.jsx                                                                                    | JavaScript JSX |        601 |          0 |         63 |        664 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\FriendsPage.jsx                                                                                        | JavaScript JSX |        263 |          4 |         24 |        291 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupPage.jsx                                                                                          | JavaScript JSX |        783 |          1 |         62 |        846 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsCreatePage.jsx                                                                                   | JavaScript JSX |        238 |          0 |         24 |        262 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsPage.jsx                                                                                         | JavaScript JSX |        273 |          1 |         25 |        299 |
| d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\HomePage.jsx                                                                                           | JavaScript JSX |        116 |          2 |         22 |        140 |
